id,gvkey,conm,year,cdp_target_reference,cdp_targetscope,cdp_targetscope_percent,cdp_targetamount,cdp_baseyear,cdp_baseyearemission,cdp_targetyear,cdp_sbt,cdp_targetdetail,cdp_timeprogress,cdp_targetprogress,cdp_startyear,cdp_targetstatus,cdp_targetduration,cdp_targettype,cdp_targetintensityunit,dupcase
4832,004029,DOMINION ENERGY INC,2022,Abs 1,Scope 1,100,100,2005,61206590,2050,"No, and we do not anticipate setting one in the next 2 years","This target is our commitment to achieve Net Zero Scope 1 carbon and methane emissions from Power Generation and Gas operations by 2050. Under our net zero strategy, the company will reduce Scope 1 carbon emissions 55 percent by 2030 from our power generation business compared to 2005 levels. We will likewise reduce Scope 1 methane emissions from our natural gas business by 65 percent by 2030 and 80 percent by 2040 (from 2010 levels).  In February 2022, Dominion Energy announced an expansion to its Net Zero commitment. These include emissions generated downstream by customers and upstream by suppliers. With the announced expansion, Dominion Energy's Net Zero commitments not only cover those emissions within the company's direct control, but also Scope 2 and material categories of Scope 3 emissions: electricity purchased to power the grid, fuel for our power stations and gas distribution systems, and consumption by natural gas customers. For this disclosure, we have only included the goals that were active in reporting year 2021.",6,44,2019,Underway,31,absolute,,0
5021,003897,DTE ENERGY CO,2020,Abs 4,Scope 1,1,80,2011,450300,2040,"No, and we do not anticipate setting one in the next 2 years","In 2018, DTE Gas committed to reduce emissions of methane by more than 80 percent by 2040.  We're controlling methane leaks by replacing hundreds of miles of older natural gas pipelines with safer, air-tight materials and through maintenance upgrades at DTE natural gas compressor stations.  In 2019 we achieved a 21 percent reduction from 2011 levels in our methane leak rate, which represents 26 percent of the total reduction goal of 80 percent below 2011 levels.",5,26,2018,Underway,22,absolute,,0
5021,003897,DTE ENERGY CO,2020,Abs 1,Scope 1,94,100,2005,37700000,2050,"No, and we do not anticipate setting one in the next 2 years","DTE Energy led the industry in setting an aggressive mid-century target for our electric utility in 2017.  The 2017 carbon reduction commitment was 30 percent below 2005 levels by 2023, 45 percent by 2030, 75 percent by 2040, and more than 80 percent by 2050.  In 2019, DTE Electric accelerated this carbon reduction commitment in the Integrated Resource Plan (IRP) submitted to the Michigan Public Service Commission, followed by a net zero commitment in September 2019.   The 2019 target is 32 percent below 2005 levels by 2023, 50 percent below by 2030, 80 percent below by 2040 and net zero (100 percent below) by 2050.Emissions in 2019 were 28 percent below 2005 levels, which represents 28 percent of the overall goal of net zero by 2050.",0,28,2019,Underway,31,absolute,,0
5021,003897,DTE ENERGY CO,2020,Abs 3,Scope 1,94,32,2005,37700000,2023,"No, and we do not anticipate setting one in the next 2 years","DTE Energy led the industry in setting an aggressive mid-century target for our electric utility in 2017.  The 2017 carbon reduction commitment was 30 percent below 2005 levels by 2023, 45 percent by 2030, 75 percent by 2040, and more than 80 percent by 2050.  In 2019, DTE Electric accelerated this carbon reduction commitment in the Integrated Resource Plan (IRP) submitted to the Michigan Public Service Commission followed by a net zero commitment in September 2019.   The 2019 target is 32 percent below 2005 levels by 2023, 50 percent below by 2030, 80 percent below by 2040 and net zero (100 percent below) by 2050.Emissions in 2019 were 28 percent below 2005 levels, which represents 86.6 percent of the overall goal of 32 percent reduction. by 2023.",33,86,2017,Underway,6,absolute,,0
5021,003897,DTE ENERGY CO,2018, Abs 1, Scope 1,94,80,2005,37700000,2050," No, and we do not anticipate setting one in the next 2 years","Our 2050 carbon reduction goal includes milestone goals of 30% below 2005 levels by the early 2020s, 45% by 2030 and 75% by 2040.",0,24,2017, Underway,33,absolute,,0
5021,003897,DTE ENERGY CO,2021,Abs 6,Scope 1,100,100,2005,1400000,2050,"No, and we do not anticipate setting one in the next 2 years","In June 2020, DTE  announced a net zero goal for its gas utility that includes Scope 1 emissions from its direct operations, and upstream and downstream Scope 3 goals.  .  The holistic three-fold approach will require natural gas suppliers to operate at net zero greenhouse gas emissions by 2050; DTE Gas operations, both combustion and fugitive emissions, will also achieve net zero by 2050; and partnerships with customers on energy efficiency and voluntary offsets will reduce their emission by approximately 35% by 2050.  We're controlling methane leaks by replacing hundreds of miles of older natural gas pipelines with safer, air-tight materials and through maintenance upgrades at DTE natural gas compressor stations.  In 2020, DTE Gas direct (Scope 1) emissions (including fugitive and combustion emissions) from our utility operations were approximately 55 percent below our estimated 2005 baseline.",0,55,2020,Underway,30,absolute,,0
5021,003897,DTE ENERGY CO,2021,Abs 1,Scope 1,94,32,2005,37700000,2023,"No, and we do not anticipate setting one in the next 2 years","DTE Energy led the industry in setting an aggressive mid-century target for our electric utility in 2017.  The 2017 carbon reduction commitment was 30 percent below 2005 levels by 2023, 45 percent by 2030, 75 percent by 2040, and more than 80 percent by 2050.  In 2019, DTE Electric accelerated this carbon reduction commitment in the Integrated Resource Plan (IRP) submitted to the Michigan Public Service Commission followed by a net zero commitment in September 2019.   The 2019 target is 32 percent below 2005 levels by 2023, 50 percent below by 2030, 80 percent below by 2040 and net zero (100 percent below) by 2050.Emissions in 2020  were 45 percent below 2005 levels which exceeds the 2023 target.   Note that 2020 emissions were low due to reduced demand for generation and other factors caused by the coronavirus pandemic.",50,139,2017,Underway,6,absolute,,0
5021,003897,DTE ENERGY CO,2020,Abs 1,Scope 1,94,80,2005,37700000,2040,"No, and we do not anticipate setting one in the next 2 years","DTE Energy led the industry in setting an aggressive mid-century target for our electric utility in 2017.  The 2017 carbon reduction commitment was 30 percent below 2005 levels by 2023, 45 percent by 2030, 75 percent by 2040, and more than 80 percent by 2050.  In 2019, DTE Electric accelerated this carbon reduction commitment in the Integrated Resource Plan (IRP) submitted to the Michigan Public Service Commission followed by a net zero commitment in September 2019.   The 2019 target is 32 percent below 2005 levels by 2023, 50 percent below by 2030, 80 percent below by 2040 and net zero (100 percent below) by 2050.Emissions in 2019 were 28 percent below 2005 levels, which represents 34.6 percent of the overall goal of 80 percent reduction by 2040.",9,34,2017,Underway,23,absolute,,0
5021,003897,DTE ENERGY CO,2021,Abs 3,Scope 1,94,80,2005,37700000,2040,"No, and we do not anticipate setting one in the next 2 years","DTE Energy led the industry in setting an aggressive mid-century target for our electric utility in 2017.  The 2017 carbon reduction commitment was 30 percent below 2005 levels by 2023, 45 percent by 2030, 75 percent by 2040, and more than 80 percent by 2050.  In 2019, DTE Electric accelerated this carbon reduction commitment in the Integrated Resource Plan (IRP) submitted to the Michigan Public Service Commission followed by a net zero commitment in September 2019.   The 2019 target is 32 percent below 2005 levels by 2023, 50 percent below by 2030, 80 percent below by 2040 and net zero (100 percent below) by 2050.Emissions in 2020  were 45 percent below 2005 levels.   Note that 2020 emissions were low due to reduced demand for generation and other factors caused by the coronavirus pandemic.",13,56,2017,Underway,23,absolute,,0
5021,003897,DTE ENERGY CO,2019,Abs 4,Scope 1,1,80,2011,450300,2040,"No, and we do not anticipate setting one in the next 2 years","DTE Gas has also committed to reduce emissions of methane by more than 80 percent by 2040.  We're controlling methane leaks by replacing hundreds of miles of older natural gas pipelines with safer, air-tight materials and through maintenance upgrades at DTE natural gas compressor stations.  In 2018 we achieved a 21 percent reduction from 2001 levels in our methane leak rate, which represents 26 percent of the total reduction goal of 80 percent below 2011 levels.",0,26,2018,Underway,22,absolute,,0
5021,003897,DTE ENERGY CO,2011,CCX,Scope 1,95,6,1998,40700000,2010,,Chicago Climate Exchange Phase II Target.  The 95% of emissions in scope is approximate.  The base year is an average of 1998-2001.,100,100,,,,absolute,,0
5021,003897,DTE ENERGY CO,2016,Abs1,Scope 1,93,20,2010,39700000,2020,"No, and we do not anticipate setting one in the next 2 years",Goal was established in 2014 to prepare for expected carbon reductions required under the EPA's Clean Power Plan.  On target to meet 2020 goal,50,83,,,,absolute,,0
5021,003897,DTE ENERGY CO,2015,Abs1,Scope 1,96,20,2010,39700000,2020,,Goal was established in 2014 to prepare for expected carbon reductions required under EPA's proposed Clean Power Plan.,40,80,,,,absolute,,0
5021,003897,DTE ENERGY CO,2011,DOE,Scope 1,95,3,2000,39700000,2012,,Department of Energy Climate VISION Target to reduce emissions intensity from Detroit Edison generation 3-5% from 2000-2002 baseline levels by 2012.   The 95% of emissions in scope is approximate.  The base year is an average of 2000-2002.,80,0,,,,intensity,metric tonnes CO2e per megawatt hour (MWh),0
5021,003897,DTE ENERGY CO,2019,Abs 1,Scope 1,94,80,2005,37700000,2040,"No, and we do not anticipate setting one in the next 2 years","DTE Energy led the industry in setting an aggressive mid-century target in 2017.  The 2017 carbon reduction commitment was 30 percent below 2005 levels by 2023, 45 percent by 2030, 75 percent by 2040, and more than 80 percent by 2050.  In 2019, DTE accelerated this carbon reduction commitment in the Integrated Resource Plan (IRP) submitted to the Michigan Public Service Commission.   The 2019 target is 32 percent below 2005 levels by 2023, 50 percent below by 2030, 80 percent below by 2040 and more than 80 percent below by 2050.Emissions in 2018 were 21 percent below 2005 levels, which represents 26 percent of the overall goal of 80 percent reduction.",4,26,2017,Underway,23,absolute,,0
5021,003897,DTE ENERGY CO,2021,Abs 7,Scope 3: Use of sold products,100,35,2005,9200000,2050,"No, and we do not anticipate setting one in the next 2 years","In June 2020, DTE  announced a net zero goal for its gas utility that includes Scope 1 emissions from its direct operations, and upstream and downstream Scope 3 goals.  .  The holistic three-fold approach will require natural gas suppliers to operate at net zero greenhouse gas emissions by 2050; DTE Gas operations, both combustion and fugitive emissions, will also achieve net zero by 2050; and partnerships with customers on energy efficiency and voluntary offsets will reduce their emission by approximately 35% by 2050.  In 2020, Scope 3 emissions from customer use of natural gas  was about 20 percent above our estimated 2005 baseline.  The emissions from customer use of natural gas are as reported to EPA under 40 CFR 9 Subpart NN.  Note that year to year emissions are weather dependent and may be above or below the baseline since natural gas is the dominant space heating fuel in Michigan.",0,-58,2020,Underway,30,absolute,,0
5021,003897,DTE ENERGY CO,2013,DOE,Scope 1,95,3,2000,1,2012,,Department of Energy Climate VISION Target to reduce emissions intensity from DTE Electric generation 3-5% from 2000-2002 baseline levels by 2012. The 95% of emissions in scope is approximate. The base year is an average of 2000-2002.  Normalized base year emissions value of 0.785 is the baseline intensity value of 0.785 metric tons/MWhr.,100,0,,,,intensity,metric tonnes CO2e per megawatt hour (MWh),0
5021,003897,DTE ENERGY CO,2021,Abs 2,Scope 1,94,50,2005,37700000,2030,"No, and we do not anticipate setting one in the next 2 years","DTE Energy led the industry in setting an aggressive mid-century target for our electric utility in 2017.  The 2017 carbon reduction commitment was 30 percent below 2005 levels by 2023, 45 percent by 2030, 75 percent by 2040, and more than 80 percent by 2050.  In 2019, DTE Electric accelerated this carbon reduction commitment in the Integrated Resource Plan (IRP) submitted to the Michigan Public Service Commission followed by a net zero commitment in September 2019.   The 2019 target is 32 percent below 2005 levels by 2023, 50 percent below by 2030, 80 percent below by 2040 and net zero (100 percent below) by 2050.Emissions in 2020  were 45 percent below 2005 levels.   Note that 2020 emissions were low due to reduced demand for generation and other factors caused by the coronavirus pandemic.",23,89,2017,Underway,13,absolute,,0
5021,003897,DTE ENERGY CO,2021,Abs 4,Scope 1,94,100,2005,37700000,2050,"No, and we do not anticipate setting one in the next 2 years","DTE Energy led the industry in setting an aggressive mid-century target for our electric utility in 2017.  The 2017 carbon reduction commitment was 30 percent below 2005 levels by 2023, 45 percent by 2030, 75 percent by 2040, and more than 80 percent by 2050.  In 2019, DTE Electric accelerated this carbon reduction commitment in the Integrated Resource Plan (IRP) submitted to the Michigan Public Service Commission, followed by a net zero commitment in September 2019.   The 2019 target is 32 percent below 2005 levels by 2023, 50 percent below by 2030, 80 percent below by 2040 and net zero (100 percent below) by 2050.Emissions in 2020  were 45 percent below 2005 levels.   Note that 2020 emissions were low due to reduced demand for generation and other factors caused by the coronavirus pandemic.",3,45,2019,Underway,31,absolute,,0
5021,003897,DTE ENERGY CO,2020,Abs 2,Scope 1,94,50,2005,37700000,2030,"No, and we do not anticipate setting one in the next 2 years","DTE Energy led the industry in setting an aggressive mid-century target for our electric utility in 2017.  The 2017 carbon reduction commitment was 30 percent below 2005 levels by 2023, 45 percent by 2030, 75 percent by 2040, and more than 80 percent by 2050.  In 2019, DTE Electric accelerated this carbon reduction commitment in the Integrated Resource Plan (IRP) submitted to the Michigan Public Service Commission followed by a net zero commitment in September 2019.   The 2019 target is 32 percent below 2005 levels by 2023, 50 percent below by 2030, 80 percent below by 2040 and net zero (100 percent below) by 2050.Emissions in 2019 were 28 percent below 2005 levels, which represents 55 percent of the overall goal of 50 percent reduction by 2030.",15,55,2017,Underway,13,absolute,,0
5021,003897,DTE ENERGY CO,2019,Abs 3,Scope 1,94,32,2005,37700000,2023,"No, and we do not anticipate setting one in the next 2 years","DTE Energy led the industry in setting an aggressive mid-century target in 2017.  The 2017 carbon reduction commitment was 30 percent below 2005 levels by 2023, 45 percent by 2030, 75 percent by 2040, and more than 80 percent by 2050.  In 2019, DTE accelerated this carbon reduction commitment in the Integrated Resource Plan (IRP) submitted to the Michigan Public Service Commission.   The 2019 target is 32 percent below 2005 levels by 2023, 50 percent below by 2030, 80 percent below by 2040 and more than 80 percent below by 2050.Emissions in 2018 were 21 percent below 2005 levels, which represents 66 percent of the milestone goal of 32 percent reduction.",17,66,2017,Underway,6,absolute,,0
5021,003897,DTE ENERGY CO,2012,DOE,Scope 1,95,3,2000,,2012,,Department of Energy Climate VISION Target to reduce emissions intensity from Detroit Edison generation 3-5% from 2000-2002 baseline levels by 2012.   The 95% of emissions in scope is approximate.  The base year is an average of 2000-2002.,90,30,,,,intensity,metric tonnes CO2e per megawatt hour (MWh),0
5021,003897,DTE ENERGY CO,2021,Abs 5,Scope 3: Purchased goods & services,100,100,2005,1260000,2050,"No, and we do not anticipate setting one in the next 2 years","In June 2020, DTE  announced a net zero goal for its gas utility that includes Scope 1 emissions from its direct operations, and upstream and downstream Scope 3 goals.  The holistic three-fold approach will require natural gas suppliers to operate at net zero greenhouse gas emissions by 2050; DTE Gas operations, both combustion and fugitive emissions, will also achieve net zero by 2050; and partnerships with customers on energy efficiency and voluntary offsets will reduce their emission by approximately 35% by 2050.The upstream methane emissions are estimated using basin average methane intensities applied to the basins from which DTE Gas procures its natural gas.  DTE Gas has procured natural gas from increasingly cleaner basins, including the Appalachian Basin since our 2005 baseline.",0,27,2020,Underway,30,absolute,,0
5021,003897,DTE ENERGY CO,2017,Abs1,Scope 1,91,20,2010,39700000,2020,"Yes, but this target has not been approved as science-based by the Science Based Targets initiative","This goal was established in 2014 to prepare for expected carbon reductions required under EPA's Clean Power Plan.  In 2017, DTE Energy developed a goal to reduce GHG emissions from generation by more than 80% by 2050 from a baseline of 2005.  This new goal includes milestones of 30% by the early 2020s, 45% by 2030 and 75% by 2040.  We consider this a science based target because it meets the requirement of reducing power sector emissions by 80% by 2050 which the scientific community supports as necessary to limit global warming to less than 2 degrees C.",60,100,,,,absolute,,0
5021,003897,DTE ENERGY CO,2019,Abs 2,Scope 1,94,50,2005,37700000,2030,"No, and we do not anticipate setting one in the next 2 years","DTE Energy led the industry in setting an aggressive mid-century target in 2017.  The 2017 carbon reduction commitment was 30 percent below 2005 levels by 2023, 45 percent by 2030, 75 percent by 2040, and more than 80 percent by 2050.  In 2019, DTE accelerated this carbon reduction commitment in the Integrated Resource Plan (IRP) submitted to the Michigan Public Service Commission.   The 2019 target is 32 percent below 2005 levels by 2023, 50 percent below by 2030, 80 percent below by 2040 and more than 80 percent below by 2050.Emissions in 2018 were 21 percent below 2005 levels, which represents 42 percent of the milestone goal of 50 percent reduction.",8,42,2017,Underway,13,absolute,,0
5052,004093,DUKE ENERGY CORP,2015,Abs1,Scope 1,100,17,2005,153000000,2020,,This goal is to reduce or offset the CO2 emissions from Duke Energy's global electric generating fleet.,60,100,,,,absolute,,0
5052,004093,DUKE ENERGY CORP,2017,Abs1,Scope 1,100,40,2005,138000000,2030,"No, and we do not anticipate setting one in the next 2 years",,44,74,,,,absolute,,0
5052,004093,DUKE ENERGY CORP,2016,Abs1,Scope 1,100,17,2005,139808000,2020,"No, and we do not anticipate setting one in the next 2 years","This goal in 2015 was to reduce or offset the CO2 emissions from Duke Energy's global electric generating fleet.  The base year emissions reflect the 2015 sale of Duke Energy's Midwest Commercial Generation business which included 11 coal-fired and natural gas-fired power plants totaling approximately 6,100 megawatts.",67,100,,,,absolute,,0
5052,004093,DUKE ENERGY CORP,2018, Int 2, Scope 1,100,27,2005,1,2020," No, but we are reporting another target that is science-based","In 2010, Duke Energy established this target of a 27% CO2 intensity reduction by 2020 compared to 2005 levels.  By 2016, Duke Energy had already reduced the CO2 emissions intensity of its generation by 25%, in line with this target.  In 2017, we replaced this target with target Int1 above, which is to reduce emissions intensity by 45% by the year 2030 compared to 2005 emissions.  This target went along with the 17% absolute emission reduction target below 2005 levels by 2020, so that is what we put in the box below for ""% change anticipated in absolute Scope 1+2 emissions.""",70,100,2010, Replaced,10,intensity, Metric tons CO2e per megawatt hour (MWh)*,0
5052,004093,DUKE ENERGY CORP,2014,Abs1,Scope 1,100,17,2005,153000000,2020,,This goal is to reduce or offset the CO2 emissions from Duke Energy's global electric generating fleet.,53,100,,,,absolute,,0
5052,004093,DUKE ENERGY CORP,2019,Int 1,Scope 1,100,45,2005,1,2030,"No, but we are reporting another target that is science-based","Duke Energy's goal is to reduce the carbon intensity (metric tons of CO2 per MWh) of our generation fleet by 45% from the 2005 level to 2030.  This equates to a reduction from 0.59 metric tons/MWh in 2005 to 0.32 metric tons/MWh in 2030.  In 2018, our generation fleet emitted 0.426 metric tons/MWh.  This reduction of 0.164 metric tons/MWh is 61% of the target reduction of 0.27 metric tons/MWh.It should be noted that, in NRDC's most recent (2018) ranking of the top 20 investor-owned utilities, Duke Energy had the seventh-lowest CO2 emissions intensity, and among the 100 largest power generators, Duke Energy had the 48th-lowest CO2 emissions intensity (this ranking was based on 2016 data).",8,61,2017,Underway,13,intensity,Metric tons CO2e per megawatt hour (MWh)*,0
5052,004093,DUKE ENERGY CORP,2021,Abs 3,Scope 1,100,100,2020,178138,2030,"Yes, we consider this a science-based target, but it has not been approved by the Science-Based Targets initiative",This reduction is to be achieved by meeting the following goal:  Achieve net-zero methane emissions from our natural gas distribution business by 2030.,0,0,2020,Underway,10,absolute,,0
5052,004093,DUKE ENERGY CORP,2014,Int1,Scope 1,100,27,2005,1,2020,,This goal is to reduce or offset the CO2 emissions intensity of Duke Energy's global electric generating fleet.,53,68,,,,intensity,metric tonnes CO2e per megawatt hour (MWh),0
5052,004093,DUKE ENERGY CORP,2018, Abs 2, Scope 1,100,17,2005,138000000,2020," No, but we are reporting another target that is science-based","In 2010, Duke Energy established this target of a 17% reduction in Scope 1 emissions by 2020 compared to 2005 levels.  By 2016, Duke Energy had already reduced emissions by 29%, well exceeding this target.  Therefore, in 2017, we replaced this target with target 1 above, which is to reduce emissions by 40% by the year 2030 compared to 2005 emissions.",70,100,2010, Replaced,10,absolute,,0
5052,004093,DUKE ENERGY CORP,2018, Abs 1, Scope 1,100,40,2005,138000000,2030," Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative","Duke Energy's current plan to achieve a 40 percent reduction by 2030 is consistent with a pathway to achieve a science-based two-degree target.  See our 2017 Climate Report to Shareholders for more details.This target equates to a reduction from 138 million metric tons of CO2 in 2005 to 83 million metric tons of CO2 in 2030.  As of 2017, our generation fleet emitted about 95 million metric tons of CO2.",0,78,2017, Underway,13,absolute,,0
5052,004093,DUKE ENERGY CORP,2021,Abs 1,Scope 1,100,50,2005,138800000,2030,"Yes, we consider this a science-based target, but it has not been approved by the Science-Based Targets initiative","Duke Energy's current plan to achieve at least a 50% reduction in our Scope 1 CO2 emissions from electricity generation by 2030 is consistent with a pathway to achieve a science-based two-degree target.  See our 2020 Climate Report for more details.This target equates to a reduction from 138 million metric tons of CO2 in 2005 to 69 million metric tons of CO2 in 2030.  As of 2020, our generation fleet emitted 74.1 million metric tons of CO2, representing a 46% reduction.",9,93,2019,Underway,11,absolute,,0
5052,004093,DUKE ENERGY CORP,2017,Int1,Scope 1,100,45,2005,1,2030,"No, and we do not anticipate setting one in the next 2 years",,44,55,,,,intensity,Other: Pounds of CO2 per kilowatt hour (kwh) generated,0
5052,004093,DUKE ENERGY CORP,2011,A-01,Scope 1,100,17,2005,95240000,2020,,"This goal is to reduce or offset the CO2 emissions from Duke Energy's U.S. generation fleet.  Duke Energy expresses the goal in units of short tons, which are 105,000,000 tons (base year) and 87,000,000 tons (target year) of CO2 respectively.",33,55,,,,absolute,,0
5052,004093,DUKE ENERGY CORP,2019,Int 2,Scope 1,100,27,2005,1,2020,"No, but we are reporting another target that is science-based","In 2010, Duke Energy established this target of a 27% CO2 intensity reduction by 2020 compared to 2005 levels.  By 2016, Duke Energy had already reduced the CO2 emissions intensity of its generation by 25%, in line with this target.  In 2017, we replaced this target with target Int1 above, which is to reduce emissions intensity by 45% by the year 2030 compared to 2005 emissions.  This target went along with the 17% absolute emission reduction target below 2005 levels by 2020, so that is what we put in the box below for ""% change anticipated in absolute Scope 1+2 emissions.""",80,100,2010,Replaced,10,intensity,Metric tons CO2e per megawatt hour (MWh)*,0
5052,004093,DUKE ENERGY CORP,2019,Abs 1,Scope 1,100,40,2005,138000000,2030,"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative","Duke Energy's current plan to achieve a 40 percent reduction in our CO2 emissions from electricity generation by 2030 is consistent with a pathway to achieve a science-based two-degree target.  See our 2017 Climate Report to Shareholders for more details.This target equates to a reduction from 138 million metric tons of CO2 in 2005 to 83 million metric tons of CO2 in 2030.  As of 2018, our generation fleet emitted 95 million metric tons of CO2. This reduction (138-95 = 43) is 78% of our target reduction of 55 million metric tons (138-83).",8,78,2017,Underway,13,absolute,,0
5052,004093,DUKE ENERGY CORP,2012,01INT,Scope 1,100,21,2005,1,2020,,This goal is to reduce the carbon intensity of Duke Energy's total electric generation fleet.,40,38,,,,intensity,Other: Tons CO2 per net MWh,0
5052,004093,DUKE ENERGY CORP,2013,01INT,Scope 1,100,21,2005,1,2020,,"This goal is to reduce the carbon intensity of Duke Energy's total electric generation fleet.  The goal that was in place in the reporting year (2012) was established prior to 2012, the year Duke Energy completed its merger with Progress Energy.  Therefore, the goal applied to Duke Energy pre-merger.  In 2013, Duke Energy established a new intensity reduction goal using the same 2005 base year and 2020 target year that will apply to the merged company going forward.",47,77,,,,intensity,Other: Tons CO2 per net MWh generated,0
5052,004093,DUKE ENERGY CORP,2022,Abs 2,,100,100,2005,138800000,2050,,"In 2019, Duke Energy established this target of net-zero Scope 1 CO2 emissions from the Company's electricity generation by 2050.  Duke Energy's electric generation is included in the scope of this goal. See our 2020 Climate Report for more details. Duke Energy's current plan to achieve net-zero Scope 1 CO2 emissions from electricity generation by 2050 is consistent with a pathway to achieve a science-based two-degree target.  See our 2020 Climate Report for more details.",6,45,2019,Underway,31,absolute,,0
5052,004093,DUKE ENERGY CORP,2015,Int1,Scope 1,100,27,2005,1,2020,,This goal is to reduce the CO2 emissions intensity of Duke Energy's global electric generating fleet.,60,65,,,,intensity,metric tonnes CO2e per megawatt hour (MWh),0
5052,004093,DUKE ENERGY CORP,2021,Abs 2,Scope 1,100,100,2005,138800000,2050,"Yes, we consider this a science-based target, but it has not been approved by the Science-Based Targets initiative","In 2019, Duke Energy established this target of net-zero Scope 1 CO2 emissions from the Company's electricity generation by 2050.  As of 2020, our generation fleet emitted 74.1 million metric tons of CO2, representing a 46% reduction.Duke Energy's current plan to achieve net-zero Scope 1 CO2 emissions from electricity generation by 2050 is consistent with a pathway to achieve a science-based two-degree target.  See our 2020 Climate Report for more details.",3,47,2019,Underway,31,absolute,,0
5052,004093,DUKE ENERGY CORP,2016,Int1,Scope 1,100,23,2005,1,2020,"No, and we do not anticipate setting one in the next 2 years","This goal in 2015 was to reduce the CO2 emissions intensity of Duke Energy's global electric generating fleet.  The normalized base year emissions reflect the 2015 sale of Duke Energy's Midwest Commercial Generation business which included 11 coal-fired and natural gas-fired power plants totaling approximately 6,100 megawatts.",67,100,,,,intensity,Metric tonnes CO2e per megawatt hour (MWh)*,0
5052,004093,DUKE ENERGY CORP,2013,01ABS,Scope 1,98,17,2005,95238095,2020,,"This goal is to reduce or offset the CO2 emissions from Duke Energy's U.S. generation fleet. Duke Energy expresses the goal in units of short tons, which are 105,000,000 tons (base year) and 87,000,000 tons (target year) of CO2 respectively.  The goal that was in place in the reporting year (2012) was established prior to 2012, the year Duke Energy completed its merger with Progress Energy.  Therefore, the goal applied to Duke Energy pre-merger.  In 2013, Duke Energy established a new absolute reduction goal using the same 2005 base year and 2020 target year that will apply to the merged company going forward.",47,100,,,,absolute,,0
5052,004093,DUKE ENERGY CORP,2022,Abs 3,Scope 1,100,100,2020,178138,2030,,This reduction is to be achieved by meeting the following goal:  Achieve net-zero methane emissions from our natural gas distribution business by 2030.,10,-1,2020,Underway,10,absolute,,0
5052,004093,DUKE ENERGY CORP,2018, Int 1, Scope 1,100,45,2005,1,2030," No, but we are reporting another target that is science-based","Duke Energy's goal is to reduce the carbon intensity (metric tons of CO2 per MWh) of our generation fleet by 45% from the 2005 level to 2030.  This equates to a reduction from 0.59 metric tons/MWh in 2005 to 0.32 metric tons/MWh in 2030.  In 2017, our generation fleet emitted 0.43 metric tons/MWh.It should be noted that, in NRDC's most recent (2018) ranking of the top 20 investor-owned utilities, Duke Energy had the seventh-lowest CO2 emissions intensity, and among the 100 largest power generators, Duke Energy had the 48th-lowest CO2 emissions intensity (this ranking was based on 2016 data).",0,60,2017, Underway,13,intensity, Metric tons CO2e per megawatt hour (MWh)*,0
5052,004093,DUKE ENERGY CORP,2012,01ABS,Scope 1,98,17,2005,95240000,2020,,"This goal is to reduce or offset the CO2 emissions from Duke Energy's U.S. generation fleet. Duke Energy expresses the goal in units of short tons, which are 105,000,000 tons (base year) and 87,000,000 tons (target year) of CO2 respectively.",40,78,,,,absolute,,0
5052,004093,DUKE ENERGY CORP,2019,Abs 2,Scope 1,100,17,2005,138000000,2020,"No, but we are reporting another target that is science-based","In 2010, Duke Energy established this target of a 17% reduction in Scope 1 emissions by 2020 compared to 2005 levels.  By 2016, Duke Energy had already reduced emissions by 29%, well exceeding this target.  Therefore, in 2017, we replaced this target with target 1 above, which is to reduce emissions by 40% by the year 2030 compared to 2005 emissions.",80,100,2010,Replaced,10,absolute,,0
5052,004093,DUKE ENERGY CORP,2020,Abs 2,Scope 1,100,100,2005,138800000,2050,"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative","In 2019, Duke Energy established this target of net-zero Scope 1 CO2 emissions from the company's electricity generation by 2050.  As of 2019, our generation fleet emitted 84.4 million metric tons of CO2. This reduction (138 - 84 = 53.5) is approximately 39% of our target reduction of 138.8 million metric tons. Duke Energy's current plan to achieve net-zero Scope 1 CO2 emissions from electricity generation by 2050 is consistent with a pathway to achieve a science-based two-degree target.  See our 2020 Climate Report for more details.",0,39,2019,Underway,31,absolute,,0
5052,004093,DUKE ENERGY CORP,2020,Abs 1,Scope 1,100,50,2005,138800000,2030,"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative","Duke Energy's current plan to achieve a 50% reduction in our Scope 1 CO2 emissions from electricity generation by 2030 is consistent with a pathway to achieve a science-based two-degree target.  See our 2020 Climate Report for more details.This target equates to a reduction from 138 million metric tons of CO2 in 2005 to 69 million metric tons of CO2 in 2030.  As of 2019, our generation fleet emitted 84.4 million metric tons of CO2. This reduction (138 - 84.4 = 53.6) is 78.4% of our target reduction of 69 million metric tons.",0,78,2019,Underway,11,absolute,,0
5052,004093,DUKE ENERGY CORP,2011,I-01,Scope 1,100,21,2005,1,2020,,This goal is to reduce the carbon intensity of Duke Energy's total generation fleet.,33,5,,,,intensity,Other: tons CO2 per net MWh,0
